0547.hk,DIGITAL DOMAIN HOLDINGS LIMITED,515790000,519430000,605510000,625700000,625700000,653920000,645480000,655430000,667020000,678730000,678730000,678730000,691290000,736150000,748330000,758140000,774140000,774140000,774140000,784780000,789960000,792420000,810940000,808100000,808100000,808100000,809180000,810690000,817860000,828800000,834640000,834640000,834640000,828350000,809900000,833750000,842680000,859550000
0548.hk,SHENZHEN EXPRESSWAY COMPANY LIMITED,110686000,111048000,111396000,112056000,112056000,112704000,113004000,112518000,112692000,113770000,113770000,113770000,113782000,114062000,112524000,112252000,112514000,112514000,112514000,112536000,112668000,113344000,114124000,114632000,114632000,114632000,114936000,115656000,116164000,116506000,117274000,117274000,117274000,117696000,117590000,116916000,116390000,116100000
0551.hk,YUE YUEN INDUSTRIAL (HOLDINGS) LIMITED,547000,545000,544500,539500,539500,541500,555500,557000,555000,557000,557000,557000,541000,541000,539000,536500,535000,535000,535000,535000,535000,535500,536000,537500,537500,537500,538000,540000,537000,396000,398000,398000,398000,394000,388000,379500,383500,383500
0552.hk,CHINA COMMUNICATIONS SERVICES CORPORATION LIMITED,25792000,25550000,25314000,25426000,25426000,25224000,25158000,24960000,25208000,25162000,25162000,25162000,24950000,24464000,24310000,24214000,23956000,23956000,23956000,23822000,23870000,23572000,23610000,23336000,23336000,23336000,23302000,23226000,23484000,23508000,23504000,23504000,23504000,23332000,23194000,23268000,23248000,23008000
0553.hk,NANJING PANDA ELECTRONICS COMPANY LIMITED,73244000,73180000,73112000,73152000,73152000,73010000,73070000,72410000,72210000,72334000,72334000,72334000,72396000,72564000,72338000,72426000,72504000,72504000,72504000,72552000,72836000,72860000,72850000,72830000,72830000,72830000,73074000,73314000,73608000,73860000,73896000,73896000,73896000,74020000,74568000,74906000,74880000,74366000
0563.hk,SHANGHAI INDUSTRIAL URBAN DEVELOPMENT GROUP LIMITED,16832000,18478000,19028000,19628000,19628000,20040000,21644000,21548000,21946000,22166000,22166000,22166000,22180000,21596000,20844000,20874000,20824000,20824000,20824000,20928000,20558000,19962000,19902000,19826000,19826000,19826000,19986000,19792000,19762000,19704000,19658000,19658000,19658000,19640000,19754000,19674000,19628000,19546000
0564.hk,ZHENGZHOU COAL MINING MACHINERY GROUP COMPANY LIMITED,47960900,48111100,48588300,49403700,49403700,50230700,50507700,50577700,50714500,51086500,51086500,51086500,51243900,51492900,51747100,51758700,51754700,51754700,51754700,51690500,52460900,52760900,52818300,52988100,52988100,52988100,53088500,57229700,57515300,57947900,58674900,58674900,58674900,58685700,58778100,58555900,59524300,59914500
0566.hk,HANERGY THIN FILM POWER GROUP LIMITED,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000,658879000
0568.hk,SHANDONG MOLONG PETROLEUM MACHINERY COMPANY LIMITED,10539200,10539200,10539200,10521600,10521600,10521600,10520000,10476400,10476400,10476400,10476400,10476400,10476400,10476400,10476400,10476400,10466400,10466400,10466400,10312400,10288000,10288000,10282000,10282000,10282000,10282000,10282000,10282000,10264000,10264000,10248800,10248800,10248800,10244000,10244000,10244000,10244000,10244000
0570.hk,CHINA TRADITIONAL CHINESE MEDICINE HOLDINGS CO LIMITED,267614000,267634000,268362000,269012000,269012000,269496000,271232000,270802000,271498000,272994000,272994000,272994000,274972000,275860000,277884000,276900000,276766000,276766000,276766000,276756000,276588000,278912000,279824000,278230000,278230000,278230000,276448000,275426000,274306000,272154000,271624000,271624000,271624000,266266000,267432000,267658000,267934000,268820000
0576.hk,ZHEJIANG EXPRESSWAY CO,18048839,18014839,17964839,17970839,17970839,17982839,17076839,17086839,17130839,17136839,17136839,17136839,17136839,17144839,17136839,16486839,15378839,15378839,15378839,15506839,15514839,15510839,15510839,15506839,15506839,15506839,15508839,15512839,15286839,15288839,14840839,14840839,14840839,14832839,14792839,14750839,14676839,14624839
0579.hk,BEIJING JINGNENG CLEAN ENERGY CO,209750000,209928000,209796000,208538000,208538000,209190000,209846000,210270000,211210000,211994000,211994000,211994000,212402000,212766000,211782000,212064000,212764000,212764000,212764000,212904000,212748000,212936000,214020000,214564000,214564000,214564000,215256000,215244000,214780000,212524000,209138000,209138000,209138000,209456000,209282000,210242000,210744000,211566000
0581.hk,CHINA ORIENTAL GROUP COMPANY LIMITED,53286000,53700000,49876000,48356000,48356000,47776000,53390000,53518000,55792000,56026000,56026000,56026000,59020000,60700000,60952000,60850000,64116000,64116000,64116000,66000000,64868000,66392000,68594000,68680000,68680000,68680000,69942000,69894000,74534000,78108000,76332000,76332000,76332000,76452000,76056000,75258000,75522000,76148000
0586.hk,CHINA CONCH VENTURE HOLDINGS LIMITED,29637900,30050400,30628900,31300400,31300400,31293900,32210400,32310400,32303900,32381400,32381400,32381400,32386900,33591900,34852400,35368900,35771900,35771900,35771900,37476400,39241400,40051400,40890900,42081400,42081400,42081400,42325400,44643900,45674900,46393400,46672900,46672900,46672900,46605900,46981400,46804400,45541900,44708400
0588.hk,BEIJING NORTH STAR COMPANY LIMITED,120854000,120768000,121928000,122254000,122254000,122450000,122272000,122372000,122558000,122698000,122698000,122698000,120214000,120334000,120284000,120220000,120102000,120102000,120102000,119964000,120086000,120392000,120648000,120918000,120918000,120918000,121250000,121818000,122688000,125144000,125532000,125532000,125532000,125808000,126318000,126874000,127428000,128210000
0590.hk,LUK FOOK HOLDINGS (INTERNATIONAL) LIMITED,690000,692000,694000,697000,697000,687000,735000,723000,714000,592000,592000,592000,629000,628000,625000,566000,572000,572000,572000,615000,615000,612000,663000,664000,664000,664000,664000,678000,670000,667000,665000,665000,665000,657000,657000,654000,648000,649000
0598.hk,SINOTRANS LIMITED,65285000,65235000,65393000,65721000,65721000,66166000,66818000,66600000,66076000,67506000,67506000,67506000,69011000,67336000,67343000,67612000,68106000,68106000,68106000,68938000,68936000,70235000,70513000,71697000,71697000,71697000,75640000,75937000,76364000,79019000,80981000,80981000,80981000,82691000,84067000,84946000,85601000,87148000
0604.hk,SHENZHEN INVESTMENT LIMITED,324380238,324158238,324066238,321272238,321272238,321660238,321454238,321176238,318642238,319588238,319588238,319588238,317956238,318310238,318210238,314586238,313468238,313468238,313468238,311080238,309340238,309078238,308342238,307944238,307944238,307944238,307736238,307758238,306050238,306248238,306172238,306172238,306172238,306383972,306171972,306365972,306799972,307869972
0606.hk,CHINA AGRI-INDUSTRIES HOLDINGS LIMITED,256753597,256877597,256920597,257122597,257122597,257239597,258173597,257674597,251648597,251669597,251669597,251669597,251139597,251216597,252022597,252374597,253068597,253068597,253068597,253012597,252587597,252665597,253207597,253339597,253339597,253339597,251905597,251736597,248743597,246139597,244812597,244812597,244812597,243169597,241817597,237084597,237988597,238611597
0607.hk,FULLSHARE HOLDINGS LIMITED,4113380000,4112315000,4112627500,4112415000,4112415000,4114060000,4113805000,4116645000,4114872500,4113137500,4113137500,4113137500,4106635000,4103270000,4100900000,4079052500,4077830000,4077830000,4077830000,4063117500,4102000000,4140660000,4152320000,4156375000,4156375000,4156375000,4185577500,4234762500,4256125000,4267940000,4279220000,4279220000,4279220000,4291080000,4300745000,4312172500,4342407500,4349912500
0636.hk,KERRY LOGISTICS NETWORK LIMITED,816500,820000,819500,822000,822000,822000,844000,858500,871500,850000,850000,850000,840500,840500,837500,845500,847500,847500,847500,847500,847500,847500,834000,816000,816000,816000,840000,880000,851500,871000,978000,978000,978000,994000,1020000,1022500,1459500,1453000
0639.hk,SHOUGANG FUSHAN RESOURCES GROUP LIMITED,214438000,213166000,213042000,213228000,213228000,212954000,212468000,212728000,213500000,212760000,212760000,212760000,213608000,213958000,214294000,213968000,214258000,214258000,214258000,214796000,215092000,215748000,215300000,214986000,214986000,214986000,213844000,214120000,216218000,216638000,216888000,216888000,216888000,212234000,196040000,196398000,194640000,194050000
0656.hk,FOSUN INTERNATIONAL LIMITED,451123183,454292699,455958699,456097691,456097691,454403691,453930967,456379967,455923467,453728467,453728467,453728467,456337967,456820403,456310403,457241923,455438423,455438423,455438423,455666423,454173243,454228743,452806743,453565679,453565679,453565679,452440067,450115171,446756171,444324071,442679571,442679571,442679571,442160903,443983403,447508383,446886883,446873383
0658.hk,CHINA HIGH SPEED TRANSMISSION EQUIPMENT GROUP CO,185121000,184816000,184871000,184948000,184948000,185060000,184848000,185068000,185407000,185683000,185683000,185683000,185732000,185786000,185995000,186120000,186445000,186445000,186445000,187045000,189029000,190584000,195257000,198410000,198410000,198410000,201715000,202706000,202861000,201186000,200016000,200016000,200016000,200103000,199909000,200127000,199523000,199599000
0659.hk,NWS HOLDINGS LIMITED,926358,936358,940358,940358,940358,946358,943358,944358,944358,942358,942358,942358,942358,937358,989358,988731,1115731,1115731,1115731,1115731,1415731,1456731,1642731,1656731,1656731,1656731,1630731,1620731,1919731,1922731,1919731,1919731,1919731,1879731,1881731,2066731,1879731,1856731
0665.hk,HAITONG INTERNATIONAL SECURITIES GROUP LIMITED,312782467,323200834,323595834,324889834,324889834,322376834,313915021,314066021,312796902,310132902,310132902,310132902,310911902,304379571,303717571,298532225,298413225,298413225,298413225,295095225,286699919,284045919,284407919,285498919,285498919,285498919,283917919,281198919,279216919,279477698,280873698,280873698,280873698,277755698,273034886,269113886,266099886,264552540
0669.hk,TECHTRONIC INDUSTRIES CO,714350,713850,769350,771350,771350,781850,781850,837850,1025850,1037350,1037350,1037350,1033850,1033850,1000850,1001850,796850,796850,796850,796850,790850,795850,793850,796350,796350,796350,799350,797850,800350,801350,808350,808350,808350,803850,801850,765850,792350,860850
0670.hk,CHINA EASTERN AIRLINES CORPORATION LIMITED,421566000,421268000,423016000,423954000,423954000,423840000,424744000,424992000,427524000,426794000,426794000,426794000,426740000,412634000,410584000,408462000,390616000,390616000,390616000,384822000,378548000,376740000,376936000,390838000,390838000,390838000,392836000,395954000,398672000,413496000,423182000,423182000,423182000,447622000,469240000,473006000,476812000,487274000
0680.hk,NAN HAI CORPORATION LIMITED,1609750000,1610850000,1611800000,1611800000,1611800000,1611050000,1611050000,1613550000,1611500000,1612350000,1612350000,1612350000,1612900000,1616400000,1622850000,1623700000,1624200000,1624200000,1624200000,1629100000,1633150000,1637150000,1659150000,1662950000,1662950000,1662950000,1665200000,1668850000,1671850000,1671850000,1671600000,1671600000,1671600000,1671650000,1679850000,1686250000,1687000000,1692150000
0683.hk,KERRY PROPERTIES LIMITED,3206500,3158000,3153000,3193000,3193000,3146000,3145000,3039000,3039000,3039000,3039000,3039000,3037000,3021000,3020000,3017500,2999000,2999000,2999000,2979000,2978000,2942000,2942000,2937500,2937500,2937500,2923000,2923000,2923500,2911000,2863500,2863500,2863500,2645500,2353500,2118500,1915000,1587500
0686.hk,PANDA GREEN ENERGY GROUP LIMITED,19634000,22982000,25622000,28722000,28722000,28536000,36180000,34336000,34896000,35916000,35916000,35916000,36592000,36862000,38094000,37860000,37684000,37684000,37684000,38022000,39056000,40148000,46124000,46376000,46376000,46376000,46224000,46132000,46382000,46142000,46090000,46090000,46090000,45996000,46962000,46014000,46310000,46974000
0687.hk,HONG KONG INTERNATIONAL CONSTRUCTION INVESTMENT MANAGEMENT GROUP CO,628000,554000,546000,590000,590000,588000,614000,820000,858000,740000,740000,740000,852000,852000,1154000,1164000,1550000,1550000,1550000,1940000,1932000,2234000,2170000,2170000,2170000,2170000,2578000,2648000,2992000,3248000,3430000,3430000,3430000,3476000,3448000,3556000,3738000,3690000
0688.hk,CHINA OVERSEAS LAND & INVESTMENT LIMITED,188345379,188563379,188135379,188179379,188179379,188335379,188255379,188305379,188345379,188473379,188473379,188473379,188421379,188311379,188013379,186029379,185561647,185561647,185561647,185577647,184973647,185059647,185048647,185878647,185878647,185878647,186534647,186738647,186578647,189214647,188554647,188554647,188554647,188704647,188742647,188810647,189328647,198818647
0691.hk,CHINA SHANSHUI CEMENT GROUP LIMITED,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000,1695000
0694.hk,BEIJING CAPITAL INTERNATIONAL AIRPORT COMPANY LIMITED,30386000,30398000,30406000,30430000,30430000,30438000,29442000,29090000,28650000,28660000,28660000,28660000,28760000,28770000,28964000,29024000,29018845,29018845,29018845,29012845,29016845,29200845,29196845,29994845,29994845,29994845,30066845,30134845,30130845,30144845,29568845,29568845,29568845,29460845,28506845,26686845,25410845,24350845
0696.hk,TRAVELSKY TECHNOLOGY LIMITED,34520498,34791498,35014498,35054498,35054498,33472498,32462498,31032498,31070498,30933498,30933498,30933498,30838498,31591498,31710498,31861498,32125982,32125982,32125982,32181982,32298982,32414982,32479982,32549982,32549982,32549982,32086982,32100982,32037982,32558982,33092982,33092982,33092982,33031982,30621982,28740982,27820982,24418982
0698.hk,TONGDA GROUP HOLDINGS LIMITED,77418500,78148500,80468500,81018500,81018500,81028500,80328500,81378500,79858500,79598500,79598500,79598500,81398500,82248500,83118500,86118500,86168500,86168500,86168500,86898500,87328500,87398500,87608500,87418500,87418500,87418500,86868500,86578500,86178500,86548500,84438500,84438500,84438500,84378500,84088500,83978500,83848500,83848500
0699.hk,CAR INC,107662000,107224000,107257000,107330000,107330000,107293000,106240000,106413000,107368000,107486000,107486000,107486000,107436000,107373000,107342000,107910000,108273000,108273000,108273000,108796000,109144000,109346000,109533000,109789000,109789000,109789000,110034000,110285000,109963000,109307000,108967000,108967000,108967000,108813000,109458000,109091000,109115000,109158001
0700.hk,TENCENT HOLDINGS LIMITED,143856381,144515881,145503581,145550781,145550781,145977981,146273081,146064281,145473981,145866181,145866181,145866181,146205281,146305581,146257581,145838481,147211126,147211126,147211126,148812785,148995187,151091261,153160153,154137553,154137553,154137553,155075153,155622253,157528853,157570953,157364150,157364150,157364150,158643667,161099520,162736797,165197297,165758897
0709.hk,GIORDANO INTERNATIONAL LIMITED,1142000,1136000,1130000,1140000,1140000,1190000,1188000,1200000,1200000,1188000,1188000,1188000,1188000,1188000,1188000,1192000,1192000,1192000,1192000,1194000,1190000,1188000,1234000,1272000,1272000,1272000,1206000,1218000,1220000,1228000,1230000,1230000,1230000,1230000,1242000,1224000,1230000,1230000
0715.hk,CHINA OCEANWIDE HOLDINGS LIMITED,1092000,1092000,1092000,1092000,1092000,1092000,1092000,1092000,1092000,1092000,1092000,1092000,1092000,1092000,1092000,1092000,1092000,1092000,1092000,1092000,1092000,1092000,1092000,1064000,1064000,1064000,1064000,1064000,1064000,1064000,1064000,1064000,1064000,1064000,1064000,1064000,1064000,1064000
0718.hk,TAI UNITED HOLDINGS LIMITED,9365000,10115000,10725000,11870000,11870000,13320000,13860000,15250000,15695000,18805000,18805000,18805000,19260000,19815000,20080000,19845000,20295000,20295000,20295000,20515000,19175000,19195000,19275000,19290000,19290000,19290000,19240000,19495000,20915000,21680000,21580000,21580000,21580000,21470000,21570000,22250000,22540000,23735000
0719.hk,SHANDONG XINHUA PHARMACEUTICAL COMPANY LIMITED,40266000,40760000,40874000,41006000,41006000,41398000,41474000,41508000,41688000,41686000,41686000,41686000,41918000,42392000,42388000,41572000,41238000,41238000,41238000,41218000,41058000,40974000,40944000,40934000,40934000,40934000,41002000,41304000,41400000,41596000,41540000,41540000,41540000,41660000,41568000,41754000,41886000,42072000
0721.hk,CHINA FINANCIAL INTERNATIONAL INVESTMENTS LIMITED,541010000,540980000,540980000,540170000,540170000,538230000,535750000,535750000,535750000,535710000,535710000,535710000,535610000,534770000,533600000,532700000,530450000,530450000,530450000,530450000,530350000,530240000,530150000,530150000,530150000,530150000,529620000,529520000,529520000,529520000,529520000,529520000,529520000,529520000,529520000,529510000,529510000,529510000
0728.hk,CHINA TELECOM CORPORATION LIMITED,323639446,310909446,297821446,284877446,284877446,272449446,265913446,259879446,251765446,249953446,249953446,249953446,250649446,250691446,249289446,248623446,248825446,248825446,248825446,248197446,248987446,251419446,250809446,249149446,249149446,249149446,248653446,246781446,281929446,281433446,279657446,279657446,279657446,273847446,267325446,267257446,267843446,268683446
0729.hk,FDG ELECTRIC VEHICLES LIMITED,679780000,688935000,692925000,696955000,696955000,695195000,697755000,700810000,705875000,711320000,711320000,711320000,718130000,724590000,722090000,734230000,740595000,740595000,740595000,746290000,761035000,781985000,791175000,813195000,813195000,813195000,823595000,829675000,864220000,871530000,885770000,885770000,885770000,910570000,951955000,961795000,971630000,973815000
0732.hk,TRULY INTERNATIONAL HOLDINGS LIMITED,408836000,415858000,423982000,427972000,427972000,427594000,428680000,434800000,429902000,432174000,432174000,432174000,435038000,424904000,422092000,424306000,424438000,424438000,424438000,425050000,428570000,436470000,432822000,449298000,449298000,449298000,443706000,452040000,455720000,459810000,460734000,460734000,460734000,484650000,493558000,496162000,505786000,526812000
0735.hk,CHINA POWER CLEAN ENERGY DEVELOPMENT COMPANY LIMITED,45213000,45762000,46492500,46621500,46621500,46898500,47870500,48176000,48203000,48903000,48903000,48903000,49367500,49780000,50000500,49940000,50080500,50080500,50080500,50311000,50612500,49269000,49029500,49131500,49131500,49131500,49162500,49117500,48830500,48745000,48732000,48732000,48732000,48816500,48932500,48699500,48961500,49077500
0737.hk,HOPEWELL HIGHWAY INFRASTRUCTURE LIMITED -HKD TRADED SHARES,2061000,2048500,2056000,1759500,1759500,1760000,1760000,1756000,1756000,1763000,1763000,1763000,1760000,1758000,1756000,1686000,1687500,1687500,1687500,1687500,1689500,1679000,1675000,1686000,1686000,1686000,1686000,1686000,1685500,1684000,1684500,1684500,1684500,1684500,1684500,1684500,1684500,1684500
0751.hk,SKYWORTH DIGITAL HOLDINGS LIMITED,100935521,102285521,101751521,103783521,103783521,102859521,102443521,100689521,103003521,104867521,104867521,104867521,118021521,122939521,133753521,128505521,128323521,128323521,128323521,129419521,130517521,130549521,130699521,127827521,127827521,127827521,130357521,132793521,131669521,133161521,134041521,134041521,134041521,135801521,137797521,139537521,139111521,134087439
0753.hk,AIR CHINA LIMITED,264598640,263578640,262680640,260614640,260614640,260238640,259526640,257992640,257432640,257384640,257384640,257384640,262482640,272964640,272652640,275242640,288032640,288032640,288032640,291250640,291484640,291002640,291442640,285544640,285544640,285544640,285570640,289338640,296186640,307508640,325768640,325768640,325768640,330132640,337176640,341256640,346034640,357360640
0754.hk,HOPSON DEVELOPMENT HOLDINGS LIMITED,28076000,28016000,27966000,27932000,27932000,27930000,27930000,27930000,27930000,27930000,27930000,27930000,27930000,27928000,27928000,27928000,27928000,27928000,27928000,27918000,27908000,27908000,27908000,27908000,27908000,27908000,27908000,27908000,27866000,27866000,27866000,27866000,27866000,27866000,27866000,27794000,27794000,27794000
0762.hk,CHINA UNICOM (HONG KONG) LIMITED,192957067,194079067,192813067,191191067,191191067,191261067,185825067,185881067,184133067,182767067,182767067,182767067,182487067,188939067,191595067,189635067,206031971,206031971,206031971,208323971,209787971,203807971,211263971,214375971,214375971,214375971,220669971,218841971,239941971,242061971,242365971,242365971,242365971,239069971,238529971,240883971,235159971,234193971
0763.hk,ZTE CORPORATION,65041587,64803987,64236987,64252587,64252587,63346787,63751387,67871187,69133187,69969187,69969187,69969187,73993587,75878587,85228187,88083787,90689587,90689587,90689587,92457387,93263587,97233987,92928587,91623587,91623587,91623587,96094387,102063187,107604387,109496787,106919787,106919787,106919787,106302787,105625187,110172987,119293587,121707387
0775.hk,CK LIFE SCIENCES INT'L,45422000,46202000,46344000,46508000,46508000,46280000,46376000,46430000,45888000,46552000,46552000,46552000,46676000,46512000,46532000,46284000,46240000,46240000,46240000,46290000,46894000,47982000,49106000,47322000,47322000,47322000,47694000,47604000,47574000,47968000,48018000,48018000,48018000,48462000,48358000,48358000,48498000,48486000
0777.hk,NETDRAGON WEBSOFT HOLDINGS LIMITED,8525511,8479011,8528511,8513011,8513011,8644511,8620511,8560511,8584011,8331511,8331511,8331511,8362011,8278011,8313511,8452511,8385511,8385511,8385511,8445011,8395011,8613011,8655011,8510511,8510511,8510511,8645011,8567011,8354011,8333011,8302011,8302011,8302011,8256511,8259511,8331511,8418511,8382011
0787.hk,GLOBAL BRANDS GROUP HOLDING LIMITED,436544000,440518000,434990000,367050000,367050000,377122000,366108000,357178000,334302000,340914000,340914000,340914000,337824000,337690000,336580000,337496000,336060000,336060000,336060000,334048000,334250000,332264000,323218000,322086000,322086000,322086000,323410000,322348000,327520000,330046000,331338000,331338000,331338000,313036000,313422000,301552000,305682000,317634000
0799.hk,IGG INC,106117582,106630582,107066767,106945767,106945767,107794767,105482767,105022767,104639767,104472767,104472767,104472767,104624767,104649767,104445767,102629767,101700767,101700767,101700767,101796767,101083767,100602767,100247767,100610767,100610767,100610767,100025767,99497767,97178767,97220767,97155767,97155767,97155767,94867767,94281767,90683582,90891582,90640582
0806.hk,VALUE PARTNERS GROUP LIMITED,39455000,38126000,36979000,35980000,35980000,36087000,35490000,35844000,35469000,36373000,36373000,36373000,37647000,37760000,37810000,37868000,38508000,38508000,38508000,39351000,39204000,39149000,39583000,39886000,39886000,39886000,39808000,39938000,40133000,41328000,41261000,41261000,41261000,41314000,41247000,41567000,41516000,43584000
0811.hk,XINHUA WINSHARE PUBLISHING AND MEDIA CO,38673000,38243000,38355000,37718000,37718000,37648000,37390000,37367000,37393000,37423000,37423000,37423000,37472000,37680000,37633000,37487000,37533000,37533000,37533000,37372000,37370000,37475000,37632000,37824000,37824000,37824000,37941000,38045000,38743000,39058000,39373000,39373000,39373000,39602000,39796000,40035000,40180000,40365000
0813.hk,SHIMAO PROPERTY HOLDINGS LIMITED,11946000,11828500,11864000,11832500,11832500,11678000,10876500,11026500,11119000,11210500,11210500,11210500,11284000,10902500,10935000,10451500,10307000,10307000,10307000,10126000,10105000,9355000,8945000,8975500,8975500,8975500,8989500,8972500,9000500,9000000,8900000,8900000,8900000,8667500,9032000,8747500,8675500,8760500
0816.hk,HUADIAN FUXIN ENERGY CORPORATION LIMITED,44444000,44172000,44118000,40760000,40760000,40630000,40530000,40522000,40522000,40522000,40522000,40522000,40518000,40518000,40498000,40280000,39696000,39696000,39696000,39294000,39294000,39292000,39292000,38864000,38864000,38864000,38864000,38864000,38854000,38844000,38844000,38844000,38844000,38844000,38808000,38806000,38786000,38786000
0817.hk,CHINA JINMAO HOLDINGS GROUP LIMITED,647812000,656374000,661050000,659296000,659296000,657914000,657358000,654882000,652162000,661324000,661324000,661324000,670210000,679310000,681118000,688270000,694990000,694990000,694990000,702474000,702882000,703992000,706732000,713448000,713448000,713448000,717836000,717388000,714194000,712216000,711772000,711772000,711772000,712692000,710058000,708300000,704730000,702314000
0819.hk,TIANNENG POWER INTERNATIONAL LIMITED,32510000,32648000,32810000,32980000,32980000,34068000,33718000,33712000,33754000,34092000,34092000,34092000,34148000,34350000,34554000,34116000,34016000,34016000,34016000,34000000,34098000,34050000,34084000,33808000,33808000,33808000,33254000,33362000,34030000,33554000,33378000,33378000,33378000,32650000,32520000,32578000,33244000,32924000
0829.hk,SHENGUAN HOLDINGS (GROUP) LIMITED,177114000,177114000,177114000,176976000,176976000,176976000,176946000,176946000,176934000,176934000,176934000,176934000,176934000,176934000,176932000,176874000,176874000,176874000,176874000,176824000,176824000,176804000,176784000,176784000,176784000,176784000,176778000,176778000,176658000,176658000,176658000,176658000,176658000,176658000,176608000,176472000,176472000,176472000
0836.hk,CHINA RESOURCES POWER HOLDINGS COMPANY LIMITED,27894742,28090742,28212742,28206742,28206742,28254742,28189742,28353742,28347742,28555742,28555742,28555742,28965742,29095742,29433742,32317742,32389559,32389559,32389559,32256347,32886347,32846347,32906347,31932347,31932347,31932347,32684347,32550347,33502347,33330347,34166347,34166347,34166347,34654347,35336347,35756347,35860347,35800347
0845.hk,GLORIOUS PROPERTY HOLDINGS LIMITED,5367000,5343000,5530000,5531000,5531000,5985000,5756000,5956000,6006000,6099000,6099000,6099000,6363000,6633000,6633000,6644000,6644000,6644000,6644000,6644000,6642000,6694000,7038000,6918000,6918000,6918000,6918000,6918000,6918000,7073000,7089000,7089000,7089000,7136000,7140000,7213000,7128000,7137000
0846.hk,MINGFA GROUP (INTERNATIONAL) COMPANY LIMITED,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000,5261000
0853.hk,MICROPORT SCIENTIFIC CORPORATION,19753413,19442413,19277413,19372413,19372413,19356413,19491413,19358413,19365413,19452413,19452413,19452413,19505413,19464413,19558413,18678413,18697413,18697413,18697413,18927413,18879413,19039413,19534413,20416413,20416413,20416413,20498413,20630413,19216413,19053413,19004413,19004413,19004413,18952413,18871413,18502413,18117413,16968413
0855.hk,CHINA WATER AFFAIRS GROUP LIMITED,136844000,140326000,142096000,144370000,144370000,147802000,147984000,149098000,149816000,151588000,151588000,151588000,151742000,152438000,155664000,157558000,159076000,159076000,159076000,161666000,166052000,166582000,165764000,164430000,164430000,164430000,165270000,165932000,163880000,163794000,165928000,165928000,165928000,167910000,167096000,168122000,169272000,174732000
0857.hk,PETROCHINA COMPANY LIMITED,540422771,538024771,536176771,537350771,537350771,520538771,520592771,523578771,523704771,523884771,523884771,523884771,522052771,519342771,566462771,568486771,573948771,573948771,573948771,601128771,600904771,617152771,661532771,705788771,705788771,705788771,711824771,710770771,705976771,699992771,701130771,701130771,701130771,704232771,706526771,701440771,699106771,705076771
0861.hk,DIGITAL CHINA HOLDINGS LIMITED,692818150,693836150,694623900,695702900,695702900,696539900,696827900,696993900,697903900,698380900,698380900,698380900,699029900,698882900,699890900,700302900,699686900,699686900,699686900,699925900,700228900,700589400,700811400,701490400,701490400,701490400,701196400,701782400,701550400,701097400,702206400,702206400,702206400,701015400,701910400,705580400,705642400,705428400
0867.hk,CHINA MEDICAL SYSTEM HOLDINGS LIMITED,46625290,46597290,46650290,46654290,46654290,46587290,46723290,46712290,46731290,46766290,46766290,46766290,46916290,46755290,46751290,46765290,46170290,46170290,46170290,45922290,45929290,46084290,45777290,45776290,45776290,45776290,45832290,46798290,46944290,46950290,46958290,46958290,46958290,46944290,46759290,46569290,48384290,48662290
0868.hk,XINYI GLASS HOLDINGS LIMITED,37868000,38018000,37984000,38712000,38712000,38306000,40130000,40730000,41096000,41104000,41104000,41104000,41574000,40184000,38540000,41006000,41076000,41076000,41076000,41064000,41764000,43610000,43680000,44450000,44450000,44450000,44704000,45544000,48056000,50030000,52918000,52918000,52918000,53900000,55516000,57612000,75346000,79042000
0874.hk,GUANGZHOU BAIYUNSHAN PHARMACEUTICAL HOLDINGS CO,65682000,65536000,65108000,65616000,65616000,65612000,64880000,63764000,64074000,63606000,63606000,63606000,63624000,64244000,64364000,63542000,63400000,63400000,63400000,63050000,62420000,62108000,61806000,61876000,61876000,61876000,61616000,60834000,60316000,58762000,58042000,58042000,58042000,57982000,57772000,57656000,57266000,57350000
0880.hk,SJM HOLDINGS LIMITED,189657010,189169010,189233010,189629010,189629010,189964010,189096010,189282010,189630010,189624010,189624010,189624010,190055010,190904010,190895010,184491010,180495010,180495010,180495010,178390010,177425010,177237010,176878010,177778010,177778010,177778010,178777010,178375010,175928010,173788010,173267010,173267010,173267010,173067010,173260010,172742010,173094010,170618010
